shipment_id,order_id,ship_date,delivery_date,carrier,shipping_cost,delivery_status
SHP005186,ORD005186,28-12-2022,29 Dec 2022,xpressbees,628.7,Delivered
SHP005187,ORD005187,09/30/2024,02/10/2024,delhivery,307.64,Delayed
SHP005188,ORD005188,2023-11-23,2023/12/08,Delhivery,318.39,In Transit
SHP005189,ORD005189,11 May 2023,2023-05-21,FedEx,242.93,Returned to Origin
SHP005190,ORD005190,25-08-2024,09/09/2024,DTDC,240.74,Delivered
SHP005191,ORD005191,2024-12-01,04-12-2024,Ekart,560.84,LOST
SHP005192,ORD005192,2022-06-01,06/02/2022,BlueDart,821.67,Returned to Origin
SHP005193,ORD005193,2023/03/28,01 Apr 2023,BlueDart,220.5,Lost
SHP005194,ORD005194,24/11/2024,25-11-2024,XpressBees,516.2,IN TRANSIT
SHP005195,ORD005195,2022-04-10,04/13/2022,Ekart,331.91,Lost
SHP005196,ORD005196,2023/09/20,2023/09/28,Ekart,291.21,In Transit
SHP005197,ORD005197,2023-09-21,24 Sep 2023,XpressBees,509.95,DELIVERED
SHP005198,ORD005198,2022-07-25,2022-08-01,IndiaPost,195.89,In Transit
SHP005199,ORD005199,2024/03/22,25-03-2024,DTDC,745.4,In Transit
SHP005200,ORD005200,05/15/2022,05/22/2022,FedEx,529.85,In Transit
SHP005201,ORD005201,2024/11/19,24/11/2024,IndiaPost,327.66,Returned to Origin
SHP005202,ORD005202,2024-10-12,17 Oct 2024,Ekart,408.14,lost
SHP005203,ORD005203,08/15/2024,08/21/2024,BLUEDART,154.39,delayed
SHP005204,ORD005204,2023-12-25,31 Dec 2023,ekart,233.79,in transit
SHP005205,ORD005205,2024/02/01,2024/02/02,FEDEX,549.22,in transit
SHP005206,ORD005206,2024/01/17,01 Feb 2024,XpressBees,109.09,DELIVERED
SHP005207,ORD005207,11-05-2024,2024/05/26,EKART,86.82,Delayed
SHP005208,ORD005208,27 Jun 2022,07/02/2022,fedex,258.59,returned to origin
SHP005209,ORD005209,24 Sep 2024,25 Sep 2024,BLUEDART,308.64,In Transit
SHP005210,ORD005210,03/08/2022,2022-08-08,Delhivery,414.38,Lost
SHP005211,ORD005211,01/01/2023,04/01/2023,XpressBees,804.98,Delayed
SHP005212,ORD005212,2023-10-17,10/23/2023,XpressBees,597.78,In Transit
SHP005213,ORD005213,12 Aug 2022,18-08-2022,FedEx,,Returned to Origin
SHP005214,ORD005214,24 Aug 2022,30/08/2022,DTDC,456.06,Returned to Origin
SHP005215,ORD005215,2024-07-27,01/08/2024,IndiaPost,82.26,IN TRANSIT
SHP005216,ORD005216,22-01-2023,23-01-2023,Delhivery,440.05,Returned to Origin
SHP005217,ORD005217,02/11/2024,26 Feb 2024,IndiaPost,849.44,returned to origin
SHP005218,ORD005218,13-11-2022,11/18/2022,BlueDart,155.09,Returned to Origin
SHP005219,ORD005219,,09/29/2024,XpressBees,316.28,delivered
SHP005220,ORD005220,02/28/2024,03/02/2024,Delhivery,702.14,Delivered
SHP005221,ORD005221,2024-01-31,2024-02-05,FedEx,587.33,LOST
SHP005222,ORD005222,12/14/2024,2024-12-20,DTDC,659.72,LOST
SHP005223,ORD005223,2022/07/11,0000-00-00,DTDC,196.72,LOST
SHP005224,ORD005224,17-04-2023,27-04-2023,XpressBees,126.82,Delivered
SHP005225,ORD005225,02-12-2023,05 Dec 2023,DELHIVERY,619.61,delivered
SHP005226,ORD005226,27/06/2022,12/07/2022,FEDEX,211.57,Returned to Origin
SHP005227,ORD005227,16-05-2022,17 May 2022,IndiaPost,360.32,Delayed
SHP005228,ORD005228,06-07-2022,2022-07-12,Delhivery,,returned to origin
SHP005229,ORD005229,19-02-2022,0000-00-00,DTDC,153.58,Lost
SHP005230,ORD005230,02-03-2022,2022/03/04,FedEx,218.14,Delivered
SHP005231,ORD005231,08 Mar 2022,03/11/2022,IndiaPost,,Delayed
SHP005232,ORD005232,2023-05-03,11-05-2023,IndiaPost,881.7,IN TRANSIT
SHP005233,ORD005233,2023/12/15,23-12-2023,IndiaPost,413.42,Delayed
SHP005234,ORD005234,06 Jun 2022,2022-06-07,DTDC,717.62,In Transit
SHP005235,ORD005235,26 Jan 2022,2022/01/27,ekart,165.28,DELAYED
SHP005236,ORD005236,07/07/2024,2024-07-13,XpressBees,879.61,In Transit
SHP005237,ORD005237,2024/09/15,23-09-2024,IndiaPost,684.6,Lost
SHP005238,ORD005238,2024-05-09,14-05-2024,XpressBees,728.33,In Transit
SHP005239,ORD005239,2024-01-04,10 Jan 2024,DTDC,432.52,Delayed
SHP005240,ORD005240,06/24/2024,2024-06-29,IndiaPost,526.98,In Transit
SHP005241,ORD005241,2024/02/10,2024/02/25,fedex,317.43,in transit
SHP005242,ORD005242,05/20/2024,21-05-2024,fedex,604.64,DELIVERED
SHP005243,ORD005243,01/23/2023,26/01/2023,Delhivery,353.72,returned to origin
SHP005244,ORD005244,23/02/2023,26 Feb 2023,fedex,589.95,Lost
SHP005245,ORD005245,16-05-2024,2024/05/20,DTDC,622.7,Delayed
SHP005246,ORD005246,07/01/2023,08/07/2023,bluedart,720.44,In Transit
SHP005247,ORD005247,02/28/2024,07-03-2024,FedEx,195.65,In Transit
SHP005248,ORD005248,23 Jan 2023,29/01/2023,DELHIVERY,636.98,LOST
SHP005249,ORD005249,31-08-2022,08 Sep 2022,XPRESSBEES,100.65,DELIVERED
SHP005250,ORD005250,17-02-2022,27/02/2022,Delhivery,749.83,Lost
SHP005251,ORD005251,2024/05/21,26-05-2024,BlueDart,232.86,In Transit
SHP005252,ORD005252,11/26/2023,02/12/2023,Delhivery,,delivered
SHP005253,ORD005253,09/26/2024,01 Oct 2024,Delhivery,755.51,Lost
SHP005254,ORD005254,2025-01-02,2025-01-03,BlueDart,476.45,Lost
SHP005255,ORD005255,27/03/2023,11/04/2023,Ekart,242.22,Delivered
SHP005256,ORD005256,10/15/2023,2023/10/25,BlueDart,246.8,Returned to Origin
SHP005257,ORD005257,01-03-2023,07/03/2023,bluedart,271.26,In Transit
SHP005258,ORD005258,27 Aug 2024,29/08/2024,FedEx,580.93,Lost
SHP005259,ORD005259,26/04/2024,04-05-2024,INDIAPOST,312.34,Delivered
SHP005260,ORD005260,2023/06/03,09-06-2023,FedEx,300.04,Delayed
SHP005261,ORD005261,07/15/2024,2024/07/23,DTDC,172.44,Lost
SHP005262,ORD005262,,2024-04-15,DTDC,245.52,in transit
SHP005263,ORD005263,15/03/2024,03/17/2024,BlueDart,671.33,In Transit
SHP005264,ORD005264,18 Aug 2022,19/08/2022,fedex,616.95,Delivered
SHP005265,ORD005265,2024/10/05,08 Oct 2024,INDIAPOST,873.72,Returned to Origin
SHP005266,ORD005266,05 Feb 2023,2023-02-11,BlueDart,278.28,returned to origin
SHP005267,ORD005267,0000-00-00,17 Dec 2022,INDIAPOST,500.46,lost
SHP005268,ORD005268,16-12-2023,2023/12/20,Delhivery,207.58,In Transit
SHP005269,ORD005269,02-01-2025,2025-01-06,IndiaPost,616.58,Delayed
SHP005270,ORD005270,2023/02/01,2023-02-06,DTDC,784.35,Delivered
SHP005271,ORD005271,07 Oct 2023,13/10/2023,BLUEDART,39.32,Returned to Origin
SHP005272,ORD005272,04/28/2023,2023-05-06,Ekart,729.01,In Transit
SHP005273,ORD005273,12/16/2023,23 Dec 2023,BlueDart,396.12,Delivered
SHP005274,ORD005274,08/18/2023,26/08/2023,DTDC,54.93,Delivered
SHP005275,ORD005275,08-07-2024,12-07-2024,FedEx,776.64,lost
SHP005276,ORD005276,18-05-2022,2022/05/28,ekart,131.05,DELAYED
SHP005277,ORD005277,2022-07-10,20/07/2022,XpressBees,896.06,Lost
SHP005278,ORD005278,02/04/2023,02/14/2023,Delhivery,645.47,IN TRANSIT
SHP005279,ORD005279,04-03-2022,03/10/2022,IndiaPost,802.65,Delivered
SHP005280,ORD005280,2022/10/25,2022/10/29,ekart,850.57,In Transit
SHP005281,ORD005281,14/11/2022,2022/11/19,EKART,435.23,RETURNED TO ORIGIN
SHP005282,ORD005282,04/14/2023,17/04/2023,Ekart,270.78,Delayed
SHP005283,ORD005283,28-11-2024,2024-12-01,delhivery,579.66,Lost
SHP005284,ORD005284,2024/11/07,2024/11/10,fedex,692.03,delayed
SHP005285,ORD005285,29/12/2024,01-01-2025,DTDC,88.55,In Transit
SHP005286,ORD005286,2023-09-04,2023-09-05,Ekart,208.64,returned to origin
SHP005287,ORD005287,30 Jan 2024,02/02/2024,IndiaPost,897.82,Delivered
SHP005288,ORD005288,20 May 2024,2024/05/22,Ekart,,Delayed
SHP005289,ORD005289,03/10/2023,15-03-2023,INDIAPOST,,DELIVERED
SHP005290,ORD005290,17/05/2022,20-05-2022,dtdc,635.23,Delayed
SHP005291,ORD005291,14-11-2022,21 Nov 2022,BlueDart,673.58,lost
SHP005292,ORD005292,13/11/2024,23/11/2024,Delhivery,344.31,Returned to Origin
SHP005293,ORD005293,03-09-2022,2022-09-05,XpressBees,308.98,Lost
SHP005294,ORD005294,05/11/2024,2024-05-14,BlueDart,214.37,Delivered
SHP005295,ORD005295,15 Jun 2022,17 Jun 2022,DTDC,92.4,Delivered
SHP005296,ORD005296,02 Nov 2024,2024/11/03,XpressBees,286.17,Delayed
SHP005297,ORD005297,2024/02/24,27/02/2024,DTDC,892.28,Delivered
SHP005298,ORD005298,05/30/2023,2023/06/05,indiapost,465.38,Returned to Origin
SHP005299,ORD005299,0000-00-00,07 Sep 2023,bluedart,152.17,Delayed
SHP005300,ORD005300,16 May 2023,22-05-2023,FedEx,310.68,Delayed
SHP005301,ORD005301,2023-12-28,2024/01/05,Delhivery,795.4,DELIVERED
SHP005302,ORD005302,06-06-2024,06/07/2024,IndiaPost,379.8,Returned to Origin
SHP005303,ORD005303,2024/10/22,27 Oct 2024,BLUEDART,739.67,In Transit
SHP005304,ORD005304,11/27/2022,02-12-2022,EKART,219.21,IN TRANSIT
SHP005305,ORD005305,04/04/2023,2023-04-19,XpressBees,89.17,Delayed
SHP005306,ORD005306,03 Nov 2022,11/06/2022,FEDEX,344.59,Delayed
SHP005307,ORD005307,07/15/2024,17/07/2024,BlueDart,752.57,delayed
SHP005308,ORD005308,17-10-2024,2024/11/01,DTDC,444.73,RETURNED TO ORIGIN
SHP005309,ORD005309,2024-01-06,2024-01-12,BlueDart,819.77,DELIVERED
SHP005310,ORD005310,0000-00-00,28-05-2024,Ekart,310.07,Delivered
SHP005311,ORD005311,01/18/2023,2023/01/20,XpressBees,141.65,Delayed
SHP005312,ORD005312,,08/05/2022,BLUEDART,498.65,In Transit
SHP005313,ORD005313,2024/08/01,05-08-2024,DELHIVERY,679.48,In Transit
SHP005314,ORD005314,14 Nov 2022,21 Nov 2022,Delhivery,423.42,RETURNED TO ORIGIN
SHP005315,ORD005315,03/18/2022,25/03/2022,indiapost,223.09,Returned to Origin
SHP005316,ORD005316,2024/08/10,25-08-2024,Delhivery,811.27,Returned to Origin
SHP005317,ORD005317,22 Apr 2024,05/02/2024,Ekart,725.93,Returned to Origin
SHP005318,ORD005318,23/05/2023,27 May 2023,Delhivery,437.88,Delivered
SHP005319,ORD005319,29/07/2023,2023-08-03,IndiaPost,685.81,Delayed
SHP005320,ORD005320,28/04/2022,05 May 2022,INDIAPOST,231.9,Returned to Origin
SHP005321,ORD005321,2023-11-09,15/11/2023,XpressBees,595.67,Delivered
SHP005322,ORD005322,01/14/2024,2024-01-17,FEDEX,858.44,In Transit
SHP005323,ORD005323,09/04/2024,2024/04/12,IndiaPost,629.7,Returned to Origin
SHP005324,ORD005324,01 Feb 2023,2023/02/06,DELHIVERY,472.91,Delayed
SHP005325,ORD005325,2022-05-14,18 May 2022,DTDC,639.99,Delivered
SHP005326,ORD005326,2022/07/10,2022/07/11,FedEx,642.34,Delivered
SHP005327,ORD005327,2024/06/03,11-06-2024,IndiaPost,457.07,Lost
SHP005328,ORD005328,2022-03-08,15-03-2022,DTDC,460.9,In Transit
SHP005329,ORD005329,18/03/2022,04/02/2022,DTDC,189.93,Delayed
SHP005330,ORD005330,2022/02/15,16/02/2022,Ekart,846.18,returned to origin
SHP005331,ORD005331,2022-07-26,02/08/2022,FEDEX,112.25,Lost
SHP005332,ORD005332,18/02/2022,05 Mar 2022,FedEx,885.95,Returned to Origin
SHP005333,ORD005333,11-11-2023,2023/11/15,Ekart,669.34,DELIVERED
SHP005334,ORD005334,02 Oct 2023,10/10/2023,dtdc,58.15,IN TRANSIT
SHP005335,ORD005335,2023-04-12,16/04/2023,IndiaPost,557.56,in transit
SHP005336,ORD005336,04 Dec 2023,14 Dec 2023,dtdc,88.89,Delivered
SHP005337,ORD005337,24 Nov 2023,2023/12/01,FedEx,462.84,delayed
SHP005338,ORD005338,06/18/2022,24-06-2022,FedEx,363.55,returned to origin
SHP005339,ORD005339,2024/03/02,07/03/2024,Delhivery,,Delayed
SHP005340,ORD005340,06/03/2022,06/05/2022,dtdc,211.72,in transit
SHP005341,ORD005341,01-09-2023,2023/09/16,DTDC,554.15,Lost
SHP005342,ORD005342,04/13/2022,16 Apr 2022,BLUEDART,245.75,In Transit
SHP005343,ORD005343,04 Aug 2022,2022/08/14,INDIAPOST,357.58,Delayed
SHP005344,ORD005344,19 Aug 2023,2023/08/29,BlueDart,39.61,Delivered
SHP005345,ORD005345,2022/11/23,30-11-2022,INDIAPOST,72.48,Returned to Origin
SHP005346,ORD005346,02-09-2022,09/06/2022,BLUEDART,219.58,Returned to Origin
SHP005347,ORD005347,04 Mar 2023,2023-03-19,FedEx,99.77,delayed
SHP005348,ORD005348,2023/12/12,18 Dec 2023,BlueDart,210.52,In Transit
SHP005349,ORD005349,23/06/2024,25-06-2024,BlueDart,588.85,RETURNED TO ORIGIN
SHP005350,ORD005350,26 Feb 2024,2024-03-12,Ekart,869.1,In Transit
SHP005351,ORD005351,2022-07-08,11 Jul 2022,Ekart,,Delivered
SHP005352,ORD005352,26/11/2024,27 Nov 2024,BlueDart,82.3,in transit
SHP005353,ORD005353,30-11-2022,06-12-2022,IndiaPost,,Lost
SHP005354,ORD005354,2024-12-21,,XpressBees,773.13,delivered
SHP005355,ORD005355,21-10-2024,10/24/2024,delhivery,720.46,Returned to Origin
SHP005356,ORD005356,2024/05/01,2024-05-04,IndiaPost,,In Transit
SHP005357,ORD005357,26-12-2022,2023-01-05,IndiaPost,564.51,In Transit
SHP005358,ORD005358,12-12-2022,2022-12-27,EKART,343.46,Delayed
SHP005359,ORD005359,26-07-2022,05 Aug 2022,delhivery,483.19,Delayed
SHP005360,ORD005360,2024/03/29,30/03/2024,xpressbees,372.77,Delivered
SHP005361,ORD005361,05/14/2024,22-05-2024,Ekart,153.65,returned to origin
SHP005362,ORD005362,09/12/2024,2024-12-11,INDIAPOST,789.58,delivered
SHP005363,ORD005363,24 Jan 2024,31 Jan 2024,DTDC,281.86,In Transit
SHP005364,ORD005364,22 Feb 2023,2023-02-23,fedex,801.15,Lost
SHP005365,ORD005365,18/02/2022,26-02-2022,BlueDart,145.2,Returned to Origin
SHP005366,ORD005366,2022/02/20,07-03-2022,xpressbees,49.6,Returned to Origin
SHP005367,ORD005367,2022-09-13,2022/09/15,BlueDart,62.61,IN TRANSIT
SHP005368,ORD005368,12/19/2022,2022-12-27,INDIAPOST,853.62,RETURNED TO ORIGIN
SHP005369,ORD005369,03/08/2024,12/03/2024,XpressBees,32.33,lost
SHP005370,ORD005370,13 Nov 2024,19/11/2024,BLUEDART,834.11,Returned to Origin
SHP005371,ORD005371,15-02-2023,0000-00-00,ekart,423.68,Returned to Origin
SHP005372,ORD005372,25 Jan 2023,2023/01/30,BlueDart,612.67,Delayed
SHP005373,ORD005373,09-10-2023,2023-10-13,Ekart,884.1,Returned to Origin
SHP005374,ORD005374,23-08-2023,2023-08-29,Ekart,495.27,Lost
SHP005375,ORD005375,2023-12-22,12/28/2023,IndiaPost,158.0,Returned to Origin
SHP005376,ORD005376,21 Jan 2024,01/23/2024,FedEx,857.14,DELIVERED
SHP005377,ORD005377,30 Apr 2022,01 May 2022,Delhivery,140.59,Returned to Origin
SHP005378,ORD005378,29 Apr 2024,05/06/2024,IndiaPost,82.89,In Transit
SHP005379,ORD005379,14-12-2023,12/21/2023,BlueDart,159.86,DELIVERED
SHP005380,ORD005380,2022/09/16,09/26/2022,BLUEDART,522.38,delayed
SHP005381,ORD005381,23-08-2024,24/08/2024,Delhivery,416.74,Delayed
SHP005382,ORD005382,22/07/2024,2024-07-28,Delhivery,527.62,In Transit
SHP005383,ORD005383,07 Jan 2024,2024-01-12,FedEx,615.72,Lost
SHP005384,ORD005384,15-09-2022,16 Sep 2022,BlueDart,762.09,Lost
SHP005385,ORD005385,09/13/2022,09/18/2022,DTDC,686.0,delivered
SHP005386,ORD005386,15/11/2022,2022/11/17,bluedart,358.77,Delayed
SHP005387,ORD005387,16/04/2024,18/04/2024,Ekart,686.66,Lost
SHP005388,ORD005388,2022-07-11,26/07/2022,bluedart,581.09,RETURNED TO ORIGIN
SHP005389,ORD005389,2022/02/06,02/13/2022,INDIAPOST,602.46,Delayed
SHP005390,ORD005390,2023-10-21,26 Oct 2023,XPRESSBEES,68.58,In Transit
SHP005391,ORD005391,08-08-2024,11 Aug 2024,FedEx,855.21,returned to origin
SHP005392,ORD005392,09/21/2023,06 Oct 2023,BlueDart,459.52,In Transit
SHP005393,ORD005393,2022/03/28,07 Apr 2022,fedex,579.34,Delayed
SHP005394,ORD005394,05 Aug 2024,11/08/2024,Ekart,207.38,Lost
SHP005395,ORD005395,28-10-2022,2022-10-29,IndiaPost,883.29,delayed
SHP005396,ORD005396,22 Oct 2024,2024/10/30,XPRESSBEES,282.16,Returned to Origin
SHP005397,ORD005397,2022/03/30,03/04/2022,XpressBees,399.35,Returned to Origin
SHP005398,ORD005398,23 May 2024,31/05/2024,IndiaPost,492.38,Lost
SHP005399,ORD005399,26 Aug 2024,2024/09/02,FedEx,612.89,Returned to Origin
SHP005400,ORD005400,31-12-2022,04 Jan 2023,indiapost,609.59,Returned to Origin
SHP005401,ORD005401,23-07-2024,07-08-2024,XpressBees,273.99,In Transit
SHP005402,ORD005402,04 Jul 2023,0000-00-00,FedEx,829.63,Returned to Origin
SHP005403,ORD005403,2023-03-04,05/03/2023,DTDC,472.9,In Transit
SHP005404,ORD005404,2022-05-24,05/30/2022,dtdc,,in transit
SHP005405,ORD005405,2024/10/14,19/10/2024,Delhivery,547.65,Lost
SHP005406,ORD005406,2023/09/06,10/09/2023,XpressBees,800.83,In Transit
SHP005407,ORD005407,12 Jul 2024,07/16/2024,IndiaPost,83.37,lost
SHP005408,ORD005408,2023/05/13,0000-00-00,Ekart,342.8,Delivered
SHP005409,ORD005409,2022/04/02,2022-04-07,DELHIVERY,151.08,Delivered
SHP005410,ORD005410,2023-01-20,0000-00-00,FEDEX,527.53,Lost
SHP005411,ORD005411,16/04/2024,26/04/2024,BlueDart,570.18,delivered
SHP005412,ORD005412,26/09/2023,2023-10-06,DELHIVERY,721.03,Returned to Origin
SHP005413,ORD005413,2022/08/29,06-09-2022,xpressbees,627.46,Delivered
SHP005414,ORD005414,2024-03-15,20/03/2024,DTDC,656.83,Delivered
SHP005415,ORD005415,09/14/2023,09/17/2023,DTDC,271.17,Delayed
SHP005416,ORD005416,2023-05-28,02 Jun 2023,EKART,561.44,returned to origin
SHP005417,ORD005417,2022-09-08,09/16/2022,EKART,634.55,Lost
SHP005418,ORD005418,27-05-2023,01-06-2023,Ekart,306.21,In Transit
SHP005419,ORD005419,10/18/2022,22 Oct 2022,IndiaPost,322.16,Returned to Origin
SHP005420,ORD005420,2023/04/28,2023-05-13,IndiaPost,439.16,DELAYED
SHP005421,ORD005421,05/11/2023,14/05/2023,IndiaPost,583.76,Lost
SHP005422,ORD005422,26-09-2022,29 Sep 2022,XpressBees,56.39,Delayed
SHP005423,ORD005423,2022-04-10,15 Apr 2022,XpressBees,,In Transit
SHP005424,ORD005424,2024-03-28,0000-00-00,EKART,346.05,Lost
SHP005425,ORD005425,06/21/2024,24-06-2024,DTDC,557.46,Returned to Origin
SHP005426,ORD005426,28-08-2023,05 Sep 2023,BlueDart,,Delivered
SHP005427,ORD005427,12/31/2023,2024-01-06,XpressBees,706.38,returned to origin
SHP005428,ORD005428,18-09-2022,09/25/2022,Delhivery,482.42,Delayed
SHP005429,ORD005429,30 Aug 2022,2022/09/07,ekart,798.28,DELAYED
SHP005430,ORD005430,30 May 2024,06/06/2024,Ekart,719.25,Delivered
SHP005431,ORD005431,05/19/2023,22-05-2023,DTDC,337.85,In Transit
SHP005432,ORD005432,,24/12/2023,dtdc,95.48,IN TRANSIT
SHP005433,ORD005433,2023/07/31,2023-08-03,DTDC,395.24,Delivered
SHP005434,ORD005434,2024-06-04,06/06/2024,XpressBees,405.2,Delivered
SHP005435,ORD005435,10/05/2023,13 May 2023,Delhivery,497.13,LOST
SHP005436,ORD005436,06/04/2024,2024-04-11,IndiaPost,898.31,In Transit
SHP005437,ORD005437,2024/11/14,21 Nov 2024,FedEx,559.06,Returned to Origin
SHP005438,ORD005438,07/02/2024,2024-02-10,BlueDart,150.94,IN TRANSIT
SHP005439,ORD005439,08-11-2024,09 Nov 2024,FEDEX,392.74,Delayed
SHP005440,ORD005440,08-10-2024,2024/10/09,FedEx,446.76,Returned to Origin
SHP005441,ORD005441,02/11/2023,11/05/2023,BlueDart,66.59,Delivered
SHP005442,ORD005442,13-09-2023,2023/09/16,indiapost,750.37,delayed
SHP005443,ORD005443,2024-06-11,2024-06-14,indiapost,271.67,Lost
SHP005444,ORD005444,0000-00-00,08 Jan 2022,FedEx,576.86,IN TRANSIT
SHP005445,ORD005445,08/03/2023,05 Aug 2023,BlueDart,393.76,Delayed
SHP005446,ORD005446,31/08/2022,05-09-2022,IndiaPost,884.64,In Transit
SHP005447,ORD005447,25/08/2022,2022-08-27,FedEx,440.06,Delayed
SHP005448,ORD005448,21/12/2024,2025/01/05,FedEx,860.93,Delivered
SHP005449,ORD005449,2022/09/06,08-09-2022,IndiaPost,565.35,RETURNED TO ORIGIN
SHP005450,ORD005450,2022-03-07,10 Mar 2022,BlueDart,358.88,Delivered
SHP005451,ORD005451,29-03-2024,04/06/2024,XpressBees,,Lost
SHP005452,ORD005452,26-08-2024,0000-00-00,IndiaPost,136.63,DELAYED
SHP005453,ORD005453,2023-08-29,03 Sep 2023,FedEx,554.11,Returned to Origin
SHP005454,ORD005454,04/05/2024,,Ekart,895.98,Delayed
SHP005455,ORD005455,07/29/2022,06-08-2022,FedEx,811.09,Delayed
SHP005456,ORD005456,2022-06-04,07-06-2022,FedEx,428.62,Returned to Origin
SHP005457,ORD005457,19/03/2022,2022-03-29,FedEx,113.18,Delivered
SHP005458,ORD005458,2024/01/04,06/01/2024,BlueDart,747.37,Lost
SHP005459,ORD005459,,02/04/2022,IndiaPost,296.16,Returned to Origin
SHP005460,ORD005460,0000-00-00,16-01-2024,XPRESSBEES,563.82,delivered
SHP005461,ORD005461,2022/04/06,04/21/2022,FedEx,191.2,RETURNED TO ORIGIN
SHP005462,ORD005462,02/23/2023,03 Mar 2023,XPRESSBEES,237.04,Lost
SHP005463,ORD005463,2024-06-29,07 Jul 2024,BlueDart,698.74,in transit
SHP005464,ORD005464,2022-07-10,11 Jul 2022,XpressBees,352.74,delivered
SHP005465,ORD005465,2022/06/12,22 Jun 2022,Delhivery,829.16,Returned to Origin
SHP005466,ORD005466,2024-12-19,25 Dec 2024,XpressBees,744.52,DELIVERED
SHP005467,ORD005467,2022-10-30,02 Nov 2022,Delhivery,151.78,Returned to Origin
SHP005468,ORD005468,30/05/2024,2024/06/07,xpressbees,83.97,Returned to Origin
SHP005469,ORD005469,22-09-2023,2023/10/07,XPRESSBEES,567.35,Lost
SHP005470,ORD005470,0000-00-00,17/09/2023,EKART,472.52,Delayed
SHP005471,ORD005471,18/08/2022,19/08/2022,Ekart,549.19,Delivered
SHP005472,ORD005472,01-06-2024,04/06/2024,FedEx,418.96,Lost
SHP005473,ORD005473,05/31/2022,2022/06/08,Ekart,674.08,Delayed
SHP005474,ORD005474,07/08/2024,2024-07-14,Delhivery,572.21,Delivered
SHP005475,ORD005475,03/24/2024,04/03/2024,XPRESSBEES,394.28,in transit
SHP005476,ORD005476,2024/07/05,2024/07/10,IndiaPost,460.65,Returned to Origin
SHP005477,ORD005477,08/12/2022,2022-08-17,XPRESSBEES,368.65,Lost
SHP005478,ORD005478,08/10/2022,17 Aug 2022,FedEx,585.88,In Transit
SHP005479,ORD005479,2024/02/01,02/06/2024,BlueDart,541.82,returned to origin
SHP005480,ORD005480,11/04/2023,06/11/2023,XpressBees,457.07,DELIVERED
SHP005481,ORD005481,27 Oct 2024,30-10-2024,FedEx,497.29,LOST
SHP005482,ORD005482,,08/15/2023,INDIAPOST,899.28,Returned to Origin
SHP005483,ORD005483,06 Jul 2022,07/11/2022,BlueDart,475.19,DELAYED
SHP005484,ORD005484,2023-04-17,25-04-2023,Delhivery,109.2,In Transit
SHP005485,ORD005485,08 Feb 2023,2023-02-10,BLUEDART,658.49,Returned to Origin
SHP005486,ORD005486,01/08/2023,02-08-2023,IndiaPost,46.82,Returned to Origin
SHP005487,ORD005487,2023-03-02,2023/03/04,IndiaPost,750.16,Delayed
SHP005488,ORD005488,28-09-2024,,IndiaPost,108.85,delayed
SHP005489,ORD005489,07/24/2022,,FEDEX,572.95,DELIVERED
SHP005490,ORD005490,2023/07/13,07/16/2023,xpressbees,128.84,IN TRANSIT
SHP005491,ORD005491,2024/11/07,17/11/2024,DTDC,651.01,Returned to Origin
SHP005492,ORD005492,26-03-2023,02 Apr 2023,DTDC,623.38,Returned to Origin
SHP005493,ORD005493,15 Dec 2022,2022/12/19,indiapost,861.18,In Transit
SHP005494,ORD005494,11/03/2024,2024/11/05,DTDC,166.85,Lost
SHP005495,ORD005495,06/14/2024,2024-06-18,XpressBees,173.29,Returned to Origin
SHP005496,ORD005496,2024-02-24,03/01/2024,DTDC,623.97,Lost
SHP005497,ORD005497,02/15/2024,02/25/2024,INDIAPOST,232.05,Lost
SHP005498,ORD005498,2024/10/21,10/29/2024,BlueDart,891.77,Delayed
SHP005499,ORD005499,22-07-2023,07/25/2023,dtdc,762.42,In Transit
SHP005500,ORD005500,2023-02-18,28-02-2023,IndiaPost,689.79,In Transit
SHP005501,ORD005501,10-06-2022,11-06-2022,EKART,110.37,DELIVERED
SHP005502,ORD005502,2024-08-01,2024/08/03,INDIAPOST,868.32,In Transit
SHP005503,ORD005503,2022/06/11,2022-06-12,BlueDart,815.84,Lost
SHP005504,ORD005504,06-06-2023,16-06-2023,Ekart,538.27,LOST
SHP005505,ORD005505,15/08/2023,2023/08/18,xpressbees,161.67,Lost
SHP005506,ORD005506,2022/01/31,2022-02-08,IndiaPost,536.51,Returned to Origin
SHP005507,ORD005507,2023/08/21,26-08-2023,dtdc,630.52,Returned to Origin
SHP005508,ORD005508,,23 Jul 2022,DTDC,855.25,Delayed
SHP005509,ORD005509,28-07-2022,08/07/2022,dtdc,667.77,delivered
SHP005510,ORD005510,04/07/2022,22-04-2022,BlueDart,200.49,Lost
SHP005511,ORD005511,26 Mar 2024,2024/04/10,xpressbees,453.71,Returned to Origin
SHP005512,ORD005512,02/20/2023,2023/02/21,DTDC,653.98,RETURNED TO ORIGIN
SHP005513,ORD005513,14/09/2023,2023-09-17,bluedart,349.7,Delivered
SHP005514,ORD005514,2022/09/18,2022-09-21,IndiaPost,456.65,In Transit
SHP005515,ORD005515,17 Feb 2023,25-02-2023,FedEx,866.19,IN TRANSIT
SHP005516,ORD005516,19-11-2023,23/11/2023,Ekart,860.8,Returned to Origin
SHP005517,ORD005517,22-09-2022,2022-09-24,Delhivery,573.46,Delayed
SHP005518,ORD005518,2022/12/04,12/07/2022,xpressbees,275.95,Lost
