shipment_id,order_id,ship_date,delivery_date,carrier,shipping_cost,delivery_status,delivery_days,ship_month
Shp005360,Ord005360,2024-03-29,2024-03-30,Xpressbees,372.77,Delivered,1,2024-03
Shp005361,Ord005361,2024-05-14,2024-05-22,Ekart,153.65,Returned To Origin,8,2024-05
Shp005362,Ord005362,2024-12-09,2024-12-11,Indiapost,789.58,Delivered,2,2024-12
Shp005363,Ord005363,2024-01-24,2024-01-31,Dtdc,281.86,In Transit,7,2024-01
Shp005364,Ord005364,2023-02-22,2023-02-23,Fedex,801.15,Lost,1,2023-02
Shp005365,Ord005365,2022-02-18,2022-02-26,Bluedart,145.2,Returned To Origin,8,2022-02
Shp005366,Ord005366,2022-02-20,2022-03-07,Xpressbees,49.6,Returned To Origin,15,2022-02
Shp005367,Ord005367,2022-09-13,2022-09-15,Bluedart,62.61,In Transit,2,2022-09
Shp005368,Ord005368,2022-12-19,2022-12-27,Indiapost,853.62,Returned To Origin,8,2022-12
Shp005370,Ord005370,2024-11-13,2024-11-19,Bluedart,834.11,Returned To Origin,6,2024-11
Shp005372,Ord005372,2023-01-25,2023-01-30,Bluedart,612.67,Delayed,5,2023-01
Shp005373,Ord005373,2023-10-09,2023-10-13,Ekart,884.1,Returned To Origin,4,2023-10
Shp005374,Ord005374,2023-08-23,2023-08-29,Ekart,495.27,Lost,6,2023-08
Shp005375,Ord005375,2023-12-22,2023-12-28,Indiapost,158.0,Returned To Origin,6,2023-12
Shp005376,Ord005376,2024-01-21,2024-01-23,Fedex,857.14,Delivered,2,2024-01
Shp005377,Ord005377,2022-04-30,2022-05-01,Delhivery,140.59,Returned To Origin,1,2022-04
Shp005379,Ord005379,2023-12-14,2023-12-21,Bluedart,159.86,Delivered,7,2023-12
Shp005380,Ord005380,2022-09-16,2022-09-26,Bluedart,522.38,Delayed,10,2022-09
Shp005381,Ord005381,2024-08-23,2024-08-24,Delhivery,416.74,Delayed,1,2024-08
Shp005382,Ord005382,2024-07-22,2024-07-28,Delhivery,527.62,In Transit,6,2024-07
Shp005383,Ord005383,2024-01-07,2024-01-12,Fedex,615.72,Lost,5,2024-01
Shp005384,Ord005384,2022-09-15,2022-09-16,Bluedart,762.09,Lost,1,2022-09
Shp005385,Ord005385,2022-09-13,2022-09-18,Dtdc,686.0,Delivered,5,2022-09
Shp005386,Ord005386,2022-11-15,2022-11-17,Bluedart,358.77,Delayed,2,2022-11
Shp005387,Ord005387,2024-04-16,2024-04-18,Ekart,686.66,Lost,2,2024-04
Shp006023,Ord006023,2023-05-10,2023-05-11,Xpressbees,,Delivered,1,2023-05
Shp005388,Ord005388,2022-07-11,2022-07-26,Bluedart,581.09,Returned To Origin,15,2022-07
Shp005389,Ord005389,2022-02-06,2022-02-13,Indiapost,602.46,Delayed,7,2022-02
Shp005390,Ord005390,2023-10-21,2023-10-26,Xpressbees,68.58,In Transit,5,2023-10
Shp005391,Ord005391,2024-08-08,2024-08-11,Fedex,855.21,Returned To Origin,3,2024-08
Shp005392,Ord005392,2023-09-21,2023-10-06,Bluedart,459.52,In Transit,15,2023-09
Shp005393,Ord005393,2022-03-28,2022-04-07,Fedex,579.34,Delayed,10,2022-03
Shp005394,Ord005394,2024-08-05,2024-08-11,Ekart,207.38,Lost,6,2024-08
Shp005395,Ord005395,2022-10-28,2022-10-29,Indiapost,883.29,Delayed,1,2022-10
Shp005396,Ord005396,2024-10-22,2024-10-30,Xpressbees,282.16,Returned To Origin,8,2024-10
Shp005397,Ord005397,2022-03-30,2022-04-03,Xpressbees,399.35,Returned To Origin,4,2022-03
Shp005398,Ord005398,2024-05-23,2024-05-31,Indiapost,492.38,Lost,8,2024-05
Shp005399,Ord005399,2024-08-26,2024-09-02,Fedex,612.89,Returned To Origin,7,2024-08
Shp005400,Ord005400,2022-12-31,2023-01-04,Indiapost,609.59,Returned To Origin,4,2022-12
Shp005401,Ord005401,2024-07-23,2024-08-07,Xpressbees,273.99,In Transit,15,2024-07
Shp005403,Ord005403,2023-03-04,2023-03-05,Dtdc,472.9,In Transit,1,2023-03
Shp005404,Ord005404,2022-05-24,2022-05-30,Dtdc,,In Transit,6,2022-05
Shp005405,Ord005405,2024-10-14,2024-10-19,Delhivery,547.65,Lost,5,2024-10
Shp005406,Ord005406,2023-09-06,2023-09-10,Xpressbees,800.83,In Transit,4,2023-09
Shp005407,Ord005407,2024-07-12,2024-07-16,Indiapost,83.37,Lost,4,2024-07
Shp005409,Ord005409,2022-04-02,2022-04-07,Delhivery,151.08,Delivered,5,2022-04
Shp005411,Ord005411,2024-04-16,2024-04-26,Bluedart,570.18,Delivered,10,2024-04
Shp005412,Ord005412,2023-09-26,2023-10-06,Delhivery,721.03,Returned To Origin,10,2023-09
Shp005413,Ord005413,2022-08-29,2022-09-06,Xpressbees,627.46,Delivered,8,2022-08
Shp005414,Ord005414,2024-03-15,2024-03-20,Dtdc,656.83,Delivered,5,2024-03
Shp005415,Ord005415,2023-09-14,2023-09-17,Dtdc,271.17,Delayed,3,2023-09
Shp005416,Ord005416,2023-05-28,2023-06-02,Ekart,561.44,Returned To Origin,5,2023-05
Shp005417,Ord005417,2022-09-08,2022-09-16,Ekart,634.55,Lost,8,2022-09
Shp005418,Ord005418,2023-05-27,2023-06-01,Ekart,306.21,In Transit,5,2023-05
Shp005419,Ord005419,2022-10-18,2022-10-22,Indiapost,322.16,Returned To Origin,4,2022-10
Shp005420,Ord005420,2023-04-28,2023-05-13,Indiapost,439.16,Delayed,15,2023-04
Shp005422,Ord005422,2022-09-26,2022-09-29,Xpressbees,56.39,Delayed,3,2022-09
Shp005423,Ord005423,2022-04-10,2022-04-15,Xpressbees,,In Transit,5,2022-04
Shp005425,Ord005425,2024-06-21,2024-06-24,Dtdc,557.46,Returned To Origin,3,2024-06
Shp005426,Ord005426,2023-08-28,2023-09-05,Bluedart,,Delivered,8,2023-08
Shp005427,Ord005427,2023-12-31,2024-01-06,Xpressbees,706.38,Returned To Origin,6,2023-12
Shp005428,Ord005428,2022-09-18,2022-09-25,Delhivery,482.42,Delayed,7,2022-09
Shp005429,Ord005429,2022-08-30,2022-09-07,Ekart,798.28,Delayed,8,2022-08
Shp005430,Ord005430,2024-05-30,2024-06-06,Ekart,719.25,Delivered,7,2024-05
Shp005431,Ord005431,2023-05-19,2023-05-22,Dtdc,337.85,In Transit,3,2023-05
Shp005433,Ord005433,2023-07-31,2023-08-03,Dtdc,395.24,Delivered,3,2023-07
Shp005434,Ord005434,2024-06-04,2024-06-06,Xpressbees,405.2,Delivered,2,2024-06
Shp005435,Ord005435,2023-05-10,2023-05-13,Delhivery,497.13,Lost,3,2023-05
Shp005436,Ord005436,2024-04-06,2024-04-11,Indiapost,898.31,In Transit,5,2024-04
Shp005437,Ord005437,2024-11-14,2024-11-21,Fedex,559.06,Returned To Origin,7,2024-11
Shp005438,Ord005438,2024-02-07,2024-02-10,Bluedart,150.94,In Transit,3,2024-02
Shp005439,Ord005439,2024-11-08,2024-11-09,Fedex,392.74,Delayed,1,2024-11
Shp005440,Ord005440,2024-10-08,2024-10-09,Fedex,446.76,Returned To Origin,1,2024-10
Shp005442,Ord005442,2023-09-13,2023-09-16,Indiapost,750.37,Delayed,3,2023-09
Shp005443,Ord005443,2024-06-11,2024-06-14,Indiapost,271.67,Lost,3,2024-06
Shp005446,Ord005446,2022-08-31,2022-09-05,Indiapost,884.64,In Transit,5,2022-08
Shp005447,Ord005447,2022-08-25,2022-08-27,Fedex,440.06,Delayed,2,2022-08
Shp005448,Ord005448,2024-12-21,2025-01-05,Fedex,860.93,Delivered,15,2024-12
Shp005449,Ord005449,2022-09-06,2022-09-08,Indiapost,565.35,Returned To Origin,2,2022-09
Shp005450,Ord005450,2022-03-07,2022-03-10,Bluedart,358.88,Delivered,3,2022-03
Shp005453,Ord005453,2023-08-29,2023-09-03,Fedex,554.11,Returned To Origin,5,2023-08
Shp005455,Ord005455,2022-07-29,2022-08-06,Fedex,811.09,Delayed,8,2022-07
Shp005456,Ord005456,2022-06-04,2022-06-07,Fedex,428.62,Returned To Origin,3,2022-06
Shp005457,Ord005457,2022-03-19,2022-03-29,Fedex,113.18,Delivered,10,2022-03
Shp005458,Ord005458,2024-01-04,2024-01-06,Bluedart,747.37,Lost,2,2024-01
Shp005461,Ord005461,2022-04-06,2022-04-21,Fedex,191.2,Returned To Origin,15,2022-04
Shp005462,Ord005462,2023-02-23,2023-03-03,Xpressbees,237.04,Lost,8,2023-02
Shp005463,Ord005463,2024-06-29,2024-07-07,Bluedart,698.74,In Transit,8,2024-06
Shp005464,Ord005464,2022-07-10,2022-07-11,Xpressbees,352.74,Delivered,1,2022-07
Shp005465,Ord005465,2022-06-12,2022-06-22,Delhivery,829.16,Returned To Origin,10,2022-06
Shp005466,Ord005466,2024-12-19,2024-12-25,Xpressbees,744.52,Delivered,6,2024-12
Shp005467,Ord005467,2022-10-30,2022-11-02,Delhivery,151.78,Returned To Origin,3,2022-10
Shp005468,Ord005468,2024-05-30,2024-06-07,Xpressbees,83.97,Returned To Origin,8,2024-05
Shp005469,Ord005469,2023-09-22,2023-10-07,Xpressbees,567.35,Lost,15,2023-09
Shp005471,Ord005471,2022-08-18,2022-08-19,Ekart,549.19,Delivered,1,2022-08
Shp005472,Ord005472,2024-06-01,2024-06-04,Fedex,418.96,Lost,3,2024-06
Shp005473,Ord005473,2022-05-31,2022-06-08,Ekart,674.08,Delayed,8,2022-05
Shp005476,Ord005476,2024-07-05,2024-07-10,Indiapost,460.65,Returned To Origin,5,2024-07
Shp005481,Ord005481,2024-10-27,2024-10-30,Fedex,497.29,Lost,3,2024-10
Shp005484,Ord005484,2023-04-17,2023-04-25,Delhivery,109.2,In Transit,8,2023-04
Shp005485,Ord005485,2023-02-08,2023-02-10,Bluedart,658.49,Returned To Origin,2,2023-02
Shp005486,Ord005486,2023-08-01,2023-08-02,Indiapost,46.82,Returned To Origin,1,2023-08
Shp005487,Ord005487,2023-03-02,2023-03-04,Indiapost,750.16,Delayed,2,2023-03
Shp005490,Ord005490,2023-07-13,2023-07-16,Xpressbees,128.84,In Transit,3,2023-07
Shp005491,Ord005491,2024-11-07,2024-11-17,Dtdc,651.01,Returned To Origin,10,2024-11
Shp005492,Ord005492,2023-03-26,2023-04-02,Dtdc,623.38,Returned To Origin,7,2023-03
Shp005493,Ord005493,2022-12-15,2022-12-19,Indiapost,861.18,In Transit,4,2022-12
Shp005495,Ord005495,2024-06-14,2024-06-18,Xpressbees,173.29,Returned To Origin,4,2024-06
Shp005497,Ord005497,2024-02-15,2024-02-25,Indiapost,232.05,Lost,10,2024-02
Shp005498,Ord005498,2024-10-21,2024-10-29,Bluedart,891.77,Delayed,8,2024-10
Shp005499,Ord005499,2023-07-22,2023-07-25,Dtdc,762.42,In Transit,3,2023-07
Shp005500,Ord005500,2023-02-18,2023-02-28,Indiapost,689.79,In Transit,10,2023-02
Shp005501,Ord005501,2022-06-10,2022-06-11,Ekart,110.37,Delivered,1,2022-06
Shp005502,Ord005502,2024-08-01,2024-08-03,Indiapost,868.32,In Transit,2,2024-08
Shp005503,Ord005503,2022-06-11,2022-06-12,Bluedart,815.84,Lost,1,2022-06
Shp005504,Ord005504,2023-06-06,2023-06-16,Ekart,538.27,Lost,10,2023-06
Shp005505,Ord005505,2023-08-15,2023-08-18,Xpressbees,161.67,Lost,3,2023-08
Shp005506,Ord005506,2022-01-31,2022-02-08,Indiapost,536.51,Returned To Origin,8,2022-01
Shp005507,Ord005507,2023-08-21,2023-08-26,Dtdc,630.52,Returned To Origin,5,2023-08
Shp005511,Ord005511,2024-03-26,2024-04-10,Xpressbees,453.71,Returned To Origin,15,2024-03
Shp005512,Ord005512,2023-02-20,2023-02-21,Dtdc,653.98,Returned To Origin,1,2023-02
Shp005513,Ord005513,2023-09-14,2023-09-17,Bluedart,349.7,Delivered,3,2023-09
Shp005514,Ord005514,2022-09-18,2022-09-21,Indiapost,456.65,In Transit,3,2022-09
Shp005515,Ord005515,2023-02-17,2023-02-25,Fedex,866.19,In Transit,8,2023-02
Shp005516,Ord005516,2023-11-19,2023-11-23,Ekart,860.8,Returned To Origin,4,2023-11
Shp005517,Ord005517,2022-09-22,2022-09-24,Delhivery,573.46,Delayed,2,2022-09
Shp005519,Ord005519,2023-03-14,2023-03-29,Delhivery,92.07,Delivered,15,2023-03
Shp005520,Ord005520,2023-04-08,2023-04-10,Delhivery,721.59,Returned To Origin,2,2023-04
Shp005522,Ord005522,2023-08-14,2023-08-17,Ekart,722.87,Delayed,3,2023-08
Shp005523,Ord005523,2023-07-13,2023-07-18,Ekart,72.33,Delivered,5,2023-07
Shp005525,Ord005525,2023-08-06,2023-08-10,Ekart,643.63,Delivered,4,2023-08
Shp005526,Ord005526,2023-05-15,2023-05-17,Xpressbees,125.26,In Transit,2,2023-05
Shp005527,Ord005527,2024-04-18,2024-04-19,Dtdc,703.39,Delivered,1,2024-04
Shp005528,Ord005528,2022-10-07,2022-10-22,Ekart,159.61,Delayed,15,2022-10
Shp005530,Ord005530,2024-04-20,2024-04-28,Fedex,619.15,Returned To Origin,8,2024-04
Shp005531,Ord005531,2024-03-26,2024-03-27,Indiapost,886.93,Returned To Origin,1,2024-03
Shp005532,Ord005532,2022-06-10,2022-06-13,Ekart,572.92,Lost,3,2022-06
Shp005533,Ord005533,2023-11-01,2023-11-05,Bluedart,832.63,In Transit,4,2023-11
Shp005534,Ord005534,2024-08-21,2024-08-28,Ekart,250.04,Lost,7,2024-08
Shp005536,Ord005536,2024-03-17,2024-03-20,Xpressbees,324.84,Delivered,3,2024-03
Shp005537,Ord005537,2023-01-16,2023-01-19,Fedex,420.08,Delayed,3,2023-01
Shp005538,Ord005538,2024-05-17,2024-05-27,Dtdc,477.88,Lost,10,2024-05
Shp005540,Ord005540,2023-07-09,2023-07-12,Dtdc,865.64,Returned To Origin,3,2023-07
Shp005541,Ord005541,2024-08-23,2024-08-26,Bluedart,261.55,Returned To Origin,3,2024-08
Shp005542,Ord005542,2024-08-05,2024-08-11,Ekart,404.99,Delayed,6,2024-08
Shp005543,Ord005543,2022-06-23,2022-07-08,Bluedart,522.98,Returned To Origin,15,2022-06
Shp005544,Ord005544,2022-12-24,2023-01-03,Bluedart,85.1,Returned To Origin,10,2022-12
Shp005545,Ord005545,2022-05-22,2022-05-29,Dtdc,640.89,Returned To Origin,7,2022-05
Shp005546,Ord005546,2022-02-11,2022-02-13,Delhivery,51.8,Delayed,2,2022-02
Shp005548,Ord005548,2024-10-28,2024-11-03,Bluedart,461.52,In Transit,6,2024-10
Shp005549,Ord005549,2023-12-23,2024-01-02,Bluedart,881.0,Lost,10,2023-12
Shp005550,Ord005550,2024-06-29,2024-07-05,Ekart,644.15,In Transit,6,2024-06
Shp005551,Ord005551,2023-10-20,2023-11-04,Bluedart,120.3,Delayed,15,2023-10
Shp005552,Ord005552,2024-07-22,2024-07-25,Xpressbees,356.03,Delivered,3,2024-07
Shp005553,Ord005553,2022-01-20,2022-01-28,Fedex,191.37,Lost,8,2022-01
Shp005554,Ord005554,2023-10-10,2023-10-17,Dtdc,803.74,Delivered,7,2023-10
Shp005555,Ord005555,2023-05-01,2023-05-16,Ekart,682.59,In Transit,15,2023-05
Shp005557,Ord005557,2024-06-12,2024-06-19,Bluedart,234.72,Returned To Origin,7,2024-06
Shp005558,Ord005558,2024-10-31,2024-11-10,Ekart,543.61,Delayed,10,2024-10
Shp005560,Ord005560,2023-08-09,2023-08-12,Fedex,32.2,Returned To Origin,3,2023-08
Shp005561,Ord005561,2022-06-19,2022-06-22,Xpressbees,353.87,Delivered,3,2022-06
Shp005562,Ord005562,2022-03-01,2022-03-08,Dtdc,,Delivered,7,2022-03
Shp005563,Ord005563,2024-01-20,2024-01-30,Delhivery,365.53,Delayed,10,2024-01
Shp005565,Ord005565,2022-11-18,2022-11-23,Xpressbees,550.68,Returned To Origin,5,2022-11
Shp005566,Ord005566,2024-04-19,2024-04-29,Ekart,327.79,In Transit,10,2024-04
Shp005567,Ord005567,2024-03-23,2024-04-02,Dtdc,603.26,Returned To Origin,10,2024-03
Shp005568,Ord005568,2023-09-21,2023-09-24,Ekart,64.95,Lost,3,2023-09
Shp005569,Ord005569,2023-11-05,2023-11-09,Ekart,679.5,Delivered,4,2023-11
Shp005570,Ord005570,2024-09-21,2024-09-27,Ekart,219.82,Returned To Origin,6,2024-09
Shp005571,Ord005571,2024-07-02,2024-07-12,Xpressbees,829.84,Returned To Origin,10,2024-07
Shp005572,Ord005572,2023-02-06,2023-02-07,Bluedart,219.82,In Transit,1,2023-02
Shp005574,Ord005574,2024-12-12,2024-12-27,Indiapost,605.89,Lost,15,2024-12
Shp005575,Ord005575,2023-02-27,2023-03-04,Fedex,614.87,In Transit,5,2023-02
Shp005577,Ord005577,2023-06-20,2023-06-27,Fedex,801.11,Returned To Origin,7,2023-06
Shp005578,Ord005578,2023-07-19,2023-07-25,Dtdc,796.1,Delayed,6,2023-07
Shp005579,Ord005579,2024-12-28,2024-12-30,Ekart,852.19,Lost,2,2024-12
Shp005581,Ord005581,2024-04-15,2024-04-22,Indiapost,868.69,In Transit,7,2024-04
Shp005583,Ord005583,2023-05-17,2023-05-25,Bluedart,74.91,Lost,8,2023-05
Shp005584,Ord005584,2022-05-05,2022-05-12,Fedex,560.55,Lost,7,2022-05
Shp005585,Ord005585,2023-03-23,2023-03-28,Xpressbees,363.43,Delivered,5,2023-03
Shp005586,Ord005586,2024-06-19,2024-06-22,Delhivery,800.33,Delivered,3,2024-06
Shp005587,Ord005587,2022-12-17,2022-12-21,Dtdc,563.59,Lost,4,2022-12
Shp005589,Ord005589,2023-10-18,2023-10-22,Dtdc,598.74,Delayed,4,2023-10
Shp005590,Ord005590,2024-06-11,2024-06-21,Fedex,552.23,Delivered,10,2024-06
Shp005592,Ord005592,2023-03-23,2023-03-27,Ekart,435.81,Returned To Origin,4,2023-03
Shp005593,Ord005593,2022-01-23,2022-01-30,Ekart,61.73,Delayed,7,2022-01
Shp005595,Ord005595,2024-05-21,2024-05-22,Indiapost,450.51,Lost,1,2024-05
Shp005596,Ord005596,2024-04-13,2024-04-21,Ekart,623.29,Delivered,8,2024-04
Shp005597,Ord005597,2023-01-26,2023-01-27,Ekart,149.75,Returned To Origin,1,2023-01
Shp005598,Ord005598,2023-05-31,2023-06-07,Ekart,347.42,Delayed,7,2023-05
Shp005599,Ord005599,2023-02-03,2023-02-06,Xpressbees,356.19,In Transit,3,2023-02
Shp005600,Ord005600,2024-10-13,2024-10-14,Delhivery,879.15,Delayed,1,2024-10
Shp005601,Ord005601,2024-05-23,2024-05-30,Fedex,752.94,Delayed,7,2024-05
Shp005603,Ord005603,2022-01-30,2022-02-02,Delhivery,370.85,In Transit,3,2022-01
Shp005605,Ord005605,2024-09-23,2024-09-26,Indiapost,255.62,Delivered,3,2024-09
Shp005607,Ord005607,2023-03-01,2023-03-05,Dtdc,807.85,Returned To Origin,4,2023-03
Shp005608,Ord005608,2022-10-04,2022-10-12,Dtdc,694.82,Delayed,8,2022-10
Shp005609,Ord005609,2024-11-08,2024-11-10,Dtdc,492.04,Returned To Origin,2,2024-11
Shp005610,Ord005610,2022-12-22,2023-01-01,Bluedart,555.76,Delivered,10,2022-12
Shp005611,Ord005611,2023-06-20,2023-06-23,Bluedart,465.69,Lost,3,2023-06
Shp005612,Ord005612,2023-09-17,2023-09-23,Ekart,637.01,Returned To Origin,6,2023-09
Shp005613,Ord005613,2024-09-13,2024-09-23,Indiapost,856.99,Lost,10,2024-09
Shp005614,Ord005614,2023-12-11,2023-12-18,Delhivery,847.94,Lost,7,2023-12
Shp005615,Ord005615,2023-03-28,2023-04-12,Bluedart,790.3,Delivered,15,2023-03
Shp005617,Ord005617,2024-07-05,2024-07-09,Delhivery,575.54,Delivered,4,2024-07
Shp005619,Ord005619,2022-11-17,2022-11-21,Dtdc,181.09,Delivered,4,2022-11
Shp005620,Ord005620,2024-11-19,2024-11-26,Dtdc,770.94,Delivered,7,2024-11
Shp005621,Ord005621,2022-11-20,2022-11-23,Fedex,198.94,Returned To Origin,3,2022-11
Shp005622,Ord005622,2022-11-04,2022-11-08,Xpressbees,401.54,In Transit,4,2022-11
Shp005623,Ord005623,2024-09-13,2024-09-23,Xpressbees,212.43,Delivered,10,2024-09
Shp005624,Ord005624,2023-10-14,2023-10-21,Bluedart,757.0,Returned To Origin,7,2023-10
Shp005625,Ord005625,2022-06-26,2022-07-06,Bluedart,298.63,Lost,10,2022-06
Shp005626,Ord005626,2022-03-15,2022-03-16,Indiapost,440.53,Delayed,1,2022-03
Shp005627,Ord005627,2022-04-26,2022-04-27,Bluedart,780.08,Delivered,1,2022-04
Shp005628,Ord005628,2024-04-23,2024-04-26,Fedex,517.35,In Transit,3,2024-04
Shp005629,Ord005629,2024-03-16,2024-03-31,Delhivery,107.55,In Transit,15,2024-03
Shp005630,Ord005630,2023-07-01,2023-07-07,Dtdc,54.49,In Transit,6,2023-07
Shp005631,Ord005631,2022-03-04,2022-03-10,Fedex,30.19,Delivered,6,2022-03
Shp005632,Ord005632,2023-08-25,2023-08-26,Dtdc,474.63,Delayed,1,2023-08
Shp005633,Ord005633,2022-02-27,2022-03-07,Xpressbees,128.73,Delivered,8,2022-02
Shp005634,Ord005634,2024-07-23,2024-07-25,Fedex,149.3,In Transit,2,2024-07
Shp005635,Ord005635,2023-09-22,2023-09-29,Ekart,137.17,In Transit,7,2023-09
Shp005636,Ord005636,2024-06-20,2024-06-21,Indiapost,86.55,Delayed,1,2024-06
Shp005637,Ord005637,2024-10-27,2024-10-30,Bluedart,655.04,Delivered,3,2024-10
Shp005638,Ord005638,2024-10-30,2024-11-05,Indiapost,505.02,Delivered,6,2024-10
Shp005639,Ord005639,2023-12-25,2024-01-01,Bluedart,660.21,In Transit,7,2023-12
Shp005641,Ord005641,2022-02-09,2022-02-15,Fedex,614.29,Delivered,6,2022-02
Shp005642,Ord005642,2024-09-10,2024-09-25,Indiapost,672.54,Delayed,15,2024-09
Shp005643,Ord005643,2023-03-21,2023-03-27,Ekart,386.83,Lost,6,2023-03
Shp005644,Ord005644,2023-07-27,2023-08-01,Xpressbees,141.84,Delayed,5,2023-07
Shp005645,Ord005645,2024-08-30,2024-09-04,Xpressbees,350.28,Delayed,5,2024-08
Shp005646,Ord005646,2023-08-05,2023-08-10,Indiapost,581.28,Delivered,5,2023-08
Shp005647,Ord005647,2024-01-17,2024-01-22,Delhivery,231.56,Returned To Origin,5,2024-01
Shp005648,Ord005648,2023-06-24,2023-06-27,Delhivery,840.17,Delayed,3,2023-06
Shp005649,Ord005649,2022-09-04,2022-09-08,Indiapost,250.05,Lost,4,2022-09
Shp005650,Ord005650,2022-07-23,2022-08-07,Xpressbees,658.71,In Transit,15,2022-07
Shp005651,Ord005651,2023-04-03,2023-04-11,Indiapost,61.37,Delivered,8,2023-04
Shp005653,Ord005653,2023-03-09,2023-03-24,Fedex,842.07,In Transit,15,2023-03
Shp005654,Ord005654,2023-08-10,2023-08-13,Indiapost,818.32,Lost,3,2023-08
Shp005655,Ord005655,2022-02-21,2022-03-08,Indiapost,794.25,Delivered,15,2022-02
Shp005657,Ord005657,2022-12-27,2023-01-02,Dtdc,525.56,Returned To Origin,6,2022-12
Shp005658,Ord005658,2023-12-31,2024-01-10,Delhivery,,In Transit,10,2023-12
Shp005659,Ord005659,2023-12-07,2023-12-15,Dtdc,523.93,Delayed,8,2023-12
Shp005660,Ord005660,2023-02-14,2023-02-17,Bluedart,754.02,In Transit,3,2023-02
Shp005664,Ord005664,2022-08-01,2022-08-07,Fedex,373.53,Delayed,6,2022-08
Shp005665,Ord005665,2022-10-14,2022-10-19,Indiapost,274.85,Returned To Origin,5,2022-10
Shp005666,Ord005666,2024-10-04,2024-10-05,Dtdc,150.32,Delayed,1,2024-10
Shp005668,Ord005668,2024-02-06,2024-02-12,Fedex,884.01,Delivered,6,2024-02
Shp005669,Ord005669,2023-08-22,2023-08-30,Xpressbees,473.65,Delayed,8,2023-08
Shp005670,Ord005670,2024-05-30,2024-06-04,Dtdc,202.14,Delivered,5,2024-05
Shp005672,Ord005672,2024-10-06,2024-10-14,Indiapost,254.55,Lost,8,2024-10
Shp005674,Ord005674,2022-03-26,2022-03-29,Dtdc,,In Transit,3,2022-03
Shp005675,Ord005675,2023-01-26,2023-01-30,Dtdc,676.3,Delayed,4,2023-01
Shp005676,Ord005676,2022-01-23,2022-01-28,Ekart,425.35,Lost,5,2022-01
Shp005677,Ord005677,2023-05-30,2023-06-01,Xpressbees,230.35,Lost,2,2023-05
Shp005678,Ord005678,2023-08-29,2023-08-31,Fedex,160.21,Delayed,2,2023-08
Shp005679,Ord005679,2024-08-13,2024-08-20,Bluedart,645.91,In Transit,7,2024-08
Shp005680,Ord005680,2023-05-27,2023-06-02,Fedex,578.06,Returned To Origin,6,2023-05
Shp005682,Ord005682,2024-11-25,2024-11-30,Fedex,366.64,Lost,5,2024-11
Shp005683,Ord005683,2024-04-20,2024-04-22,Dtdc,198.7,Delayed,2,2024-04
Shp005685,Ord005685,2023-09-25,2023-10-01,Dtdc,775.16,Returned To Origin,6,2023-09
Shp005686,Ord005686,2024-11-24,2024-11-30,Ekart,540.82,Delivered,6,2024-11
Shp005687,Ord005687,2022-01-11,2022-01-12,Bluedart,637.08,In Transit,1,2022-01
Shp005688,Ord005688,2022-05-22,2022-05-23,Dtdc,468.53,Delivered,1,2022-05
Shp005690,Ord005690,2022-01-31,2022-02-07,Fedex,353.47,In Transit,7,2022-01
Shp005692,Ord005692,2022-07-16,2022-07-22,Indiapost,762.4,Lost,6,2022-07
Shp005693,Ord005693,2023-11-26,2023-11-28,Fedex,712.81,Lost,2,2023-11
Shp005694,Ord005694,2024-09-20,2024-09-21,Ekart,232.13,Delayed,1,2024-09
Shp005695,Ord005695,2023-03-05,2023-03-10,Fedex,346.63,In Transit,5,2023-03
Shp005697,Ord005697,2023-10-15,2023-10-18,Fedex,373.15,Delayed,3,2023-10
Shp005698,Ord005698,2024-07-28,2024-08-02,Fedex,856.22,Returned To Origin,5,2024-07
Shp005699,Ord005699,2022-12-23,2022-12-26,Fedex,48.62,Delayed,3,2022-12
Shp005700,Ord005700,2022-01-29,2022-02-13,Bluedart,470.98,Lost,15,2022-01
Shp005701,Ord005701,2022-07-07,2022-07-08,Delhivery,781.25,Delivered,1,2022-07
Shp005703,Ord005703,2024-06-09,2024-06-13,Ekart,451.96,Returned To Origin,4,2024-06
Shp005704,Ord005704,2023-08-24,2023-08-27,Ekart,75.01,Delayed,3,2023-08
Shp005705,Ord005705,2024-12-07,2024-12-14,Indiapost,152.46,Delayed,7,2024-12
Shp005707,Ord005707,2022-06-06,2022-06-08,Ekart,860.12,Delivered,2,2022-06
Shp005708,Ord005708,2023-05-22,2023-05-24,Bluedart,564.73,Returned To Origin,2,2023-05
Shp005710,Ord005710,2022-02-08,2022-02-10,Bluedart,381.44,Returned To Origin,2,2022-02
Shp005711,Ord005711,2023-07-14,2023-07-18,Ekart,863.24,Delivered,4,2023-07
Shp005712,Ord005712,2022-04-28,2022-05-13,Indiapost,30.22,Returned To Origin,15,2022-04
Shp005713,Ord005713,2022-01-16,2022-01-19,Bluedart,219.33,Lost,3,2022-01
Shp005714,Ord005714,2022-05-11,2022-05-18,Dtdc,809.34,In Transit,7,2022-05
Shp005715,Ord005715,2022-11-15,2022-11-25,Indiapost,57.71,In Transit,10,2022-11
Shp005718,Ord005718,2022-11-03,2022-11-11,Xpressbees,56.92,Delayed,8,2022-11
Shp005720,Ord005720,2023-08-05,2023-08-08,Bluedart,845.95,Lost,3,2023-08
Shp005721,Ord005721,2024-03-02,2024-03-07,Fedex,178.69,Returned To Origin,5,2024-03
